relative_path,type,size_bytes,last_modified,git_status,canonical_or_generated,stage
runs/hpc/stage_d3/fracture_continuation/d3d_active_set_segment_datacheck/job_1377516/D3D_DATACHECK_COMPILER_ENVIRONMENT.txt,txt,2394,2026-07-23T13:57:59.963130+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/d3d_active_set_segment_datacheck/job_1377516/D3D_DATACHECK_JOB_RECORD.txt,txt,447,2026-07-23T13:57:58.951744+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/d3d_active_set_segment_datacheck/job_1377516/D3D_DATACHECK_STATUS.json,json,526,2026-07-23T13:57:54.741612+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/d3d_active_set_segment_datacheck/job_1377516/PASS_RECORD.md,md,903,2026-07-23T13:58:14.533464+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/d3d_active_set_segment_datacheck/job_1377516/QSTAT_FX.txt,txt,5420,2026-07-23T13:58:01.969788+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3D_A1_PACKAGE_MANIFEST.json,json,1080,2026-07-24T03:25:43.520787+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3D_A1_PACKAGE_VALIDATION.json,json,706,2026-07-24T03:25:43.524319+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3_ACTIVE_SET_BY_NODE.csv,csv,706226,2026-07-24T03:25:43.421741+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3_LOWER_BOUND_NODAL_D.csv,csv,348539,2026-07-24T03:25:43.396773+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3_TRANSFERRED_IP_H.csv,csv,764944,2026-07-24T03:25:43.378940+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation/package_d3d_a1_checkpoint_r1/D3_TRANSFERRED_NODAL_D.csv,csv,348527,2026-07-24T03:25:43.333127+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation_decision/D3D_D3E_DECISION_PACKAGE.json,json,4917,2026-07-23T13:47:30.210158+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/fracture_continuation_decision/D3D_ROUTE_B_PREPARATION_AUTHORIZATION.json,json,969,2026-07-24T03:04:31.005396+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/D3A3_ACCEPTED_CLOSURE.json,json,1856,2026-07-23T13:11:31.140556+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/D3A3_ACCEPTED_EVIDENCE_HASHES.json,json,5261,2026-07-23T13:11:31.139549+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A.ok,ok,255,2026-07-23T03:48:40.881905+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_ATTEMPT_HISTORY.md,md,965,2026-07-22T09:54:57.817365+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_BLOCKED_STATUS.json,json,846,2026-07-23T03:48:40.883907+00:00, M,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_QSTAT_1376868.txt,txt,2345,2026-07-22T10:01:23.576549+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_QSTAT_1376877.txt,txt,2345,2026-07-22T10:01:23.576549+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_QSTAT_1376879.txt,txt,2345,2026-07-22T10:01:23.577949+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3A_QSTAT_FINAL.txt,txt,2345,2026-07-22T10:01:23.578967+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_ENERGY.json,json,93,2026-07-22T10:01:23.579962+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_FRAME_CANDIDATES.csv,csv,8978,2026-07-22T09:54:56.559554+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_IP_H.csv,csv,1101295,2026-07-22T09:54:56.158342+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_NODAL_D.csv,csv,280982,2026-07-22T09:54:56.419369+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_REPORT.md,md,430,2026-07-22T09:54:57.134267+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_RF_U.csv,csv,7036,2026-07-22T09:54:56.710069+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_SELECTION.json,json,1077,2026-07-22T10:01:23.579962+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_STATE.csv,csv,1562815,2026-07-22T09:54:55.809792+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/D3_CHECKPOINT_STATUS.json,json,644,2026-07-22T09:54:57.406384+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint/modules.txt,txt,235,2026-07-22T10:01:23.578967+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_CHECKPOINT_STATE_WITH_ENERGY.csv,csv,8264077,2026-07-22T10:50:57.977083+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ELEMENT_BULK_ENERGY.csv,csv,375587,2026-07-22T10:50:59.966994+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ELEMENT_FRACTURE_ENERGY.csv,csv,287269,2026-07-22T10:51:00.234266+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_ATTEMPT_HISTORY.md,md,650,2026-07-22T10:51:01.348275+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_BALANCE_REPORT.md,md,797,2026-07-22T10:51:00.654561+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_BLOCKED_STATUS.json,json,508,2026-07-22T10:54:09.290941+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_INPUT_PROVENANCE.json,json,1115,2026-07-22T10:51:00.511729+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_QSTAT_1376882_CANCELLED.txt,txt,2379,2026-07-22T10:54:49.495575+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_QSTAT_FINAL.txt,txt,2344,2026-07-22T10:54:49.496575+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_TRACEJOB_1376882.txt,txt,70,2026-07-22T10:54:49.497657+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_TRACEJOB_1376885.txt,txt,70,2026-07-22T10:54:49.497657+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_ENERGY_VALIDATION_STATUS.json,json,918,2026-07-22T10:51:00.929982+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_EXTERNAL_WORK_PATH.csv,csv,4444,2026-07-22T10:50:59.697233+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3A_RECONSTRUCTED_ENERGY.json,json,1269,2026-07-22T10:51:00.367225+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_ENERGY.json,json,93,2026-07-22T10:54:49.498658+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_FRAME_CANDIDATES.csv,csv,8978,2026-07-22T10:50:58.861396+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_IP_H.csv,csv,1101295,2026-07-22T10:50:58.440200+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_NODAL_D.csv,csv,280982,2026-07-22T10:50:58.718173+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_REPORT.md,md,452,2026-07-22T10:50:59.411789+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_RF_U.csv,csv,7036,2026-07-22T10:50:59.003309+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_SELECTION.json,json,1106,2026-07-22T10:54:49.499657+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/D3_CHECKPOINT_STATE.csv,csv,5102998,2026-07-22T10:50:55.649807+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy/modules.txt,txt,235,2026-07-22T10:54:49.499657+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_CHECKPOINT_STATE_WITH_ENERGY.csv,csv,8263963,2026-07-23T03:48:35.279195+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ELEMENT_BULK_ENERGY.csv,csv,375532,2026-07-23T03:48:35.303223+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ELEMENT_FRACTURE_ENERGY.csv,csv,287236,2026-07-23T03:48:35.322741+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ENERGY_BALANCE_REPORT.md,md,976,2026-07-23T03:48:35.329751+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ENERGY_INPUT_PROVENANCE.json,json,925,2026-07-23T03:48:35.327749+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ENERGY_R0_VS_R1.json,json,1222,2026-07-23T03:48:35.328752+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_ENERGY_VALIDATION_STATUS.json,json,873,2026-07-23T03:48:40.880904+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_EXTERNAL_WORK_PATH.csv,csv,4444,2026-07-23T03:48:34.774620+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_E_R1.ok,ok,232,2026-07-23T03:48:40.880904+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_JACOBIAN_AUDIT.csv,csv,1873161,2026-07-23T03:47:49.015589+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_MESH_NAMESPACE_AUDIT.json,json,1063,2026-07-23T03:47:48.907630+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/checkpoint_energy_r1/D3A_RECONSTRUCTED_ENERGY.json,json,1630,2026-07-23T03:48:35.327749+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4.ok,ok,49,2026-07-23T07:37:23.238379+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_ACTIVE_SET_BY_NODE.csv,csv,783812,2026-07-23T07:35:26.342125+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_ASSEMBLY_AUDIT.json,json,475,2026-07-23T07:35:26.017287+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_COMPATIBILITY_REPORT.md,md,1174,2026-07-23T07:37:24.221959+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_COMPATIBILITY_STATUS.json,json,4263,2026-07-23T07:37:24.220958+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_CONSTRAINED_NODAL_D.csv,csv,602844,2026-07-23T07:35:26.293651+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_F1_RESIDUAL_RECONSTRUCTED.csv,csv,658362,2026-07-23T07:35:26.013782+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_INPUT_PROVENANCE.json,json,518,2026-07-23T07:35:26.346125+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_KKT_METRICS.json,json,2269,2026-07-23T07:35:26.343125+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_PHASE_FUNCTIONAL_COMPARISON.json,json,452,2026-07-23T07:35:26.344126+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_UNCONSTRAINED_COMPARISON.json,json,447,2026-07-23T07:35:26.346125+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_projection_d3a4/D3A4_UNCONSTRAINED_NODAL_D.csv,csv,789705,2026-07-23T07:35:26.256159+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5.ok,ok,45,2026-07-23T09:33:25.568460+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_ACTIVE_SET_BY_NODE.csv,csv,697897,2026-07-23T09:33:24.025523+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_HISTORY_CHANGE_AUDIT.json,json,489,2026-07-23T09:33:22.059337+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_HISTORY_CHANGE_BY_IP.csv,csv,1539295,2026-07-23T09:33:22.040149+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_INPUT_PROVENANCE.json,json,988,2026-07-23T09:33:21.913977+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_KKT_METRICS.json,json,3710,2026-07-23T09:33:24.026523+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_PHASE_FUNCTIONAL_COMPARISON.json,json,268,2026-07-23T09:33:24.026523+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_REPORT.md,md,1286,2026-07-23T09:33:25.567448+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_REPROJECTED_NODAL_D.csv,csv,697896,2026-07-23T09:33:23.986525+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_RESIDUAL_CAUSAL_AUDIT.json,json,1152,2026-07-23T09:33:23.929483+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_SOURCE_HASHES.json,json,2608,2026-07-23T09:33:21.902919+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/compatibility_reprojection_d3a5/D3A5_STATUS.json,json,7135,2026-07-23T09:33:25.568460+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_IP_SUPPORT_MAP.csv,csv,32996932,2026-07-23T04:15:54.601150+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_NODE_SUPPORT_MAP.csv,csv,7609100,2026-07-23T04:15:52.982502+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_PACKAGE.ok,ok,143,2026-07-23T04:15:58.924508+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_PREDICTED_ENERGY_JUMP.json,json,293,2026-07-23T04:15:55.081144+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_SOURCE_ENERGY.json,json,1630,2026-07-23T03:48:35.327749+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TARGET_MESH_VALIDATION.json,json,347,2026-07-23T04:15:55.878353+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TARGET_NOTCH_CROSSING_ELEMENTS.csv,csv,53,2026-07-23T04:15:56.543143+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TARGET_NOTCH_NODE_PAIRS.csv,csv,1123,2026-07-23T04:15:56.543143+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TARGET_NOTCH_TOPOLOGY.json,json,488,2026-07-23T04:15:56.544143+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TARGET_PREDICTED_ENERGY.json,json,529,2026-07-23T04:15:55.080625+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFERRED_IP_H.csv,csv,4629914,2026-07-23T04:15:54.865830+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFERRED_NODAL_D.csv,csv,348515,2026-07-23T04:15:54.626167+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFER_ERROR_METRICS.json,json,434,2026-07-23T04:15:55.143822+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFER_PACKAGE_REPORT.md,md,469,2026-07-23T04:15:55.155732+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFER_PACKAGE_STATUS.json,json,907,2026-07-23T04:15:58.924508+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package/D3_TRANSFER_PROVENANCE.json,json,1219,2026-07-23T04:15:55.155732+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r1/D3_COMPATIBLE_PACKAGE_PROVENANCE.json,json,647,2026-07-23T07:37:24.206710+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r1/D3_LOWER_BOUND_NODAL_D.csv,csv,348562,2026-07-23T07:37:24.205711+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r1/D3_PACKAGE_COMPATIBLE_R1.ok,ok,40,2026-07-23T07:37:24.206710+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r1/D3_TRANSFERRED_IP_H.csv,csv,4629757,2026-07-23T07:37:24.182862+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r1/D3_TRANSFERRED_NODAL_D.csv,csv,348508,2026-07-23T07:37:23.953893+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_ACTIVE_SET_BY_NODE.csv,csv,697897,2026-07-23T09:33:25.548419+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_LOWER_BOUND_NODAL_D.csv,csv,348524,2026-07-23T09:33:25.529104+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_PACKAGE_COMPATIBLE_R2.ok,ok,39,2026-07-23T09:33:25.551939+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_PACKAGE_COMPATIBLE_R2_MANIFEST.json,json,634,2026-07-23T09:33:25.550924+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_TRANSFERRED_IP_H.csv,csv,4629720,2026-07-23T09:33:25.506727+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/package_compatible_r2/D3_TRANSFERRED_NODAL_D.csv,csv,348520,2026-07-23T09:33:25.278885+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_BASELINE_PYTHON.txt,txt,151,2026-07-23T08:51:45.028682+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON.ok,ok,42,2026-07-23T08:51:45.890501+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_ASSEMBLY.json,json,718,2026-07-23T08:51:45.531894+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_ENVIRONMENT.json,json,779,2026-07-23T08:51:45.315421+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_JOB_RECORD.txt,txt,392,2026-07-23T08:51:45.744959+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_PBS_OUTPUT_1377416.txt,txt,779,2026-07-23T08:51:46.320160+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_QSTAT_1377416.txt,txt,2440,2026-07-23T08:51:46.031834+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/D3A3_R3_POSTPYTHON_QSTAT_FINAL.txt,txt,20,2026-07-23T08:51:46.176049+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/r3_postpython_environment/README.md,md,302,2026-07-23T08:51:44.882638+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/source_audit/D3A0_H0_ODB_INVENTORY.csv,csv,1706,2026-07-22T09:55:24.453777+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/source_audit/D3A0_SOURCE_ELIGIBILITY.json,json,2881,2026-07-22T09:55:24.453777+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/source_audit/D3A0_SOURCE_PROVENANCE.md,md,2345,2026-07-22T09:55:24.455598+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_INGESTION_REPORT.md,md,468,2026-07-23T04:24:31.651669+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_INPUT_PROVENANCE.json,json,388,2026-07-23T04:20:57.014916+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_JOB_RECORD.txt,txt,317,2026-07-23T04:24:31.650553+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_PBS_OUTPUT_1377382.txt,txt,520,2026-07-23T04:24:17.414443+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_QSTAT_FINAL.txt,txt,2392,2026-07-23T04:25:35.371175+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_STATIC_VALIDATION.json,json,472,2026-07-23T04:20:57.013916+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion/D3A3_STATUS.json,json,488,2026-07-23T04:24:31.649555+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_INPUT_PROVENANCE.json,json,1201,2026-07-23T05:09:21.582871+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_COMPILER_ENVIRONMENT.txt,txt,2448,2026-07-23T05:18:17.112525+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_COMPILE_STATUS.json,json,696,2026-07-23T05:20:32.480913+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_DATACHECK.com,com,2972,2026-07-23T05:18:19.134006+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_DATACHECK.dat,dat,6975,2026-07-23T05:18:20.188049+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_DATACHECK.msg,msg,905,2026-07-23T05:18:21.269239+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_DATACHECK.prt,prt,1679,2026-07-23T05:18:22.354831+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_DATACHECK_JOB_RECORD.txt,txt,615,2026-07-23T05:20:32.481913+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_QSTAT_FINAL.txt,txt,2399,2026-07-23T05:18:31.596619+00:00,tracked,generated_or_evidence,runs
runs/hpc/stage_d3/interrupted_transfer/target_ingestion_compile_r2/D3A3_R2_RUNTIME_STATE_VALIDATION.json,json,507,2026-07-23T05:18:25.446573+00:00,tracked,generated_or_evidence,runs
